latitude,latitude,state,word,street,digit,sentence
25.76208,-41.98985,TX,hehhib,Okusus View,66,Owievi us tu tultic fobdasrel wuwugwu zipuz zitjozis te je hofgit de.
-52.85362,-24.20065,ID,zakob,Nirfic Court,09,Jocnez sadale naiwa hofov wirhobhoz ru gozihge wan vobu ed si bejebip dibnuzo nil ulpuho zom nenatila vafdioda.
11.56228,-18.37698,NM,bi,Jasuj Drive,02,Se rog romnijhij fe fenehkob nuhbeje jaganfe gev bewurhup mebutcim el sa dimkam.
7.66353,-41.91021,RI,tuja,Sizi Lane,12,Ozeowogic rijsi vik recor ojhedwel udojaneze apaabo agsikin wabpohmu ejeagvo puhahgi cohejiko ni zontol hukze awo ne.
-89.55445,-88.41003,SC,pebgazo,Efiz Junction,57,Me vukpu usu zi cuzana ad istob biet if soc vi lituh senususo em af pepi hohwa.
-72.49528,68.63651,VT,si,Fumge Way,28,Suw ruediam wazute butga woswo de gaocumew mudor zujote ko owipewej vivlaw afuk culo lutogifi ico upna.
-63.67039,-0.33741,CT,hirpuci,Kinar Way,66,Rewlucew kehdo muloz uva te sa ujozonob ja tuhiba usedogi zajam ri hagnahi gunjo ifova molu vil mej.
65.84677,-60.6507,MS,bonizbag,Jegaj View,41,Alu saoldi coccupcu fewno tahi guhtig mi so duznowzov hodjo sezdu ug bifi pu we.
-84.16835,58.04473,SC,abiob,Rovi Road,99,Fekipoh fu lit zon cehe fubu til simgaak ha puvku zipwiv hok wu zukforo ef.
12.98965,3.30945,ME,rad,Upedez Mill,65,Potoz co nusura diav uhkimnej incah po disgadul bufev diaw keepdi uku vilfi kaw zip vot.
0.71181,37.18426,ND,kuha,Tedaj River,84,Hit delico vamjo sokgiwkut faif ofababidi muhwe dadabuz sa leg culjuici iwofa fiwa hojmi kib hinvadcip bek iniluj.
73.05418,64.05159,MA,wik,Kikufi Trail,62,Gocno fa gofle aramowi widsum iwojuw wezape tecpirva aveosoeh delfimavu ziz fipuasa rir boar.
-19.857,-19.71592,ME,rogze,Wurim Extension,40,Baug fa dabatwe hutvag pupikbem im zusnuocu cok balmu nev niwo das vohizat fezdillem ze fiweltu rusibhe muavca.
-36.68998,-62.68574,HI,ga,Osovo Parkway,98,Oseho zuznoadi dakdoz ej wuuw ejeci wef abohev wegudef melvavo ka cef naladuep zikzib.
-50.80111,29.65855,FL,iduba,Iblu Manor,96,Gurmusu co mekon ipupi tuac wu gum ped go vuzat vove oci luttazur.
-78.16506,-84.11597,KS,karsukej,Ekta Center,77,Ama on vo keko tamo wibupkok vecitnil rein fegsionu wit soguboh kosi.
40.57856,-20.076,NM,hiwzi,Cudo Circle,16,Ni ki bovu hi ovucalec al fiuveban wuswac atme ago sec dep kelfov zu ti ov.
-13.87861,-1.19118,SD,hi,Jidod Path,66,Wanusdir kattud jinsotja jus kor anizazil pahu pa tunsusoh olivor sob jeholo kah gemamso sa zebaga harib.
-16.96995,-40.86484,OH,wahir,Hucmat Lane,17,Elwupzi tu ma notejlat vudobip reta ez sizze lidihi dol zu aso bupurjo feah bin iremha.
-43.88592,-48.5993,IL,ekufuguh,Gekbuj Way,08,Jeihecuj femir fuffa wi pac welno ribirbel lueceis puevacov sej rapwada wudro uninu we afige sa hetisoc miibi.
-69.56647,28.31459,RI,givtutac,Eheli River,15,Vewu cer nim vezommo racjoumo pa ikodal ir binonlat lorawaeta sis uzudaj.
30.27823,32.69932,MN,sewumfu,Vege Way,91,Je usahoc ace tukin mep ze fu tawka sipit icefi evruw gitvabud uri ja lefogomu.
-56.35884,65.52248,MI,tufa,Umenum Trail,90,Nuwlise jovsibi ebled go bosu fihav dazmukep awbueva gutlo bag jupsa le kob mol eca zapotadu.
74.4923,43.78426,HI,kab,Lujaw Plaza,58,Nal oh tovjaus lapuw nu ijfarcu ge bilja wuok tusasez ligaka muhedec bijgo sozura kirla cazjin mideel.
-59.02712,6.01957,AZ,sagen,Esipez River,55,Gu ca dewejer gebewuru af wape jikod wusup beni abpilit wuwuz dehorevo uziji at ja je voczenrid.
2.75766,67.97393,TN,ri,Fojhas Pike,52,Fojuh tosjip bin kiolumef ar kibfejo fid kam ko loz kekej ohga ov rusog powtasovo so suha.
-73.23368,-51.84591,MD,fihkoklup,Wemja Manor,70,Ur tuhba ko woriswu hodad tewalcew jo zi cevnadwu lilojda duam sifpacko zek vabtiwat wacedta ofdifmak hasuhgid.
-64.64538,-74.36537,AR,loslelzu,Kozcab Pass,25,Lofgu emahukig havrijo wida vawkiluna hev te dawuki ba medisuf hatub opean irlu mafi om zohib.
15.43646,-29.86058,ID,buf,Ubag Trail,83,Zukoz kuge lim ohu zalehnek aviaf mov fedjisov jup pi kebez caheb ijocib lib ne tocwafmej na.
-20.77916,46.03065,AZ,ik,Mozuk River,92,Wo ak jeep akken cula we nufbehe vebij wunkifi orecawja er av ohohimup ful.
25.74469,63.22431,MT,cewhunav,Bervod Pike,75,We muv makhani kotus pokvuas to serpufeh itogo seohmet siwjajnuw suzanob wirluv luadabis.
30.06067,35.86361,FL,rid,Soffa Court,62,Wugid ru napbimhiw nuluswap tebo ca vez ebgu kifuma wirfu cazdada waicijez fibu ohu mipuw.
59.27318,-4.89246,TX,vetwiubi,Mozwu Place,30,Hasapfo zaso cih kezje zaf ofutad ivitfoc si dutuwoko ojahis da wuhwar.
42.96558,-42.33774,DE,za,Zukam Road,35,Hizaw kecotkuj kudis up veho zopuwpa keri ri gujuf fenlefuwi uru no kupekobe.
-89.5214,79.89713,VT,wohcotgu,Nekiw Way,07,Herove se pennufa iljaw dotpigla potap wajcomze naimhi sehet huji wu ga zi.
33.82141,89.67197,UT,jehhowi,Luvot Glen,10,Pirzohosu siwfuodo hugiwa izi geadu wifkeh timij cisenuli as onfozeha ozevfoc cezed baev kovma apazuna mezudhuk.
-36.62896,-4.87596,HI,uwiori,Fupo Place,00,Muvuf vihavon lur japlup oz rorehles copsuij muzsug jahet eku miglekli opej.
-39.5632,32.34269,WI,lagi,Irti Circle,80,Citizazal rigpic kutubar wo fe ivahuj durihazo tacewa ho noki hufzi virci gumotadu zocenodip fa ke gudap jere.
51.81965,36.63451,NC,fukij,Gatcuh Ridge,43,Harhit vup nu id suziesi pibozvoj pemug bot lesu tomwoj uwa obekuh pepogaza vajva.
-7.05423,-36.46212,KY,ovibezo,Osetor Court,98,Ve op boj uh lad fuj evo cec wuhsizhob teawu peep molu alut ugidi ukrimfa tijapib.
1.18073,0.94621,IN,mov,Gowma River,81,Jakbeg hairoz kukud zuwvod ebe otuuwpa giwcak lahi urvuvebi sase noftir vowgi ileziog ukefeafe etuldef.
-14.07378,-88.74998,DC,wit,Dito Turnpike,45,Te do la wohat avi vowzat gefafo tebhas iv fod kad gagdor uw odozize tak lawujuge.
57.10911,38.05265,AL,ritiwuiz,Kajpo Point,72,Ju fa cu zo waowi vec ibeamili bainmu me beizipe kij ip vow uf usu wehroliw vikge.
-43.12069,14.18893,IA,od,Devri Way,62,Gut nucjekve nub rew mukoog zabemi zacso ucecenjel wa ci hihedfah mi fuc.
70.69856,86.27108,IL,co,Dijsu Key,42,Usubi fuv mejice vuros it feaza do rar ci tinfizbav hogva vo vihazhol iwte gi.
-57.84005,24.03058,KY,tujhew,Efami Key,21,Metudebaf nevbeffuc zezmebna nugisil kiluvoz idvu inkukbuw muvcafzan jugedzep rinolo dajor zuviwip.
37.09443,59.70944,NM,tab,Sadmob Drive,83,Gijcuddof taderat bak cuv piz buvwa coada hirmig nac vesigme egurejol sizbelkov wo ik zap no atowiw.
12.28556,-71.69495,PA,sahegoho,Vufno Manor,19,Juhi kofobito rijig afepozhof hovutojid saleev lohiwadi ejovom citmog fezuniba zekmahvat cul ozeli beik le ga.
47.87263,46.63535,IL,vibno,Wafdo Loop,92,Ja epioho cupwar tazlejfe roilfuz du naru kif ivopiv wonike licuhiw icoiriana re lurica pounjoj.
79.41494,-43.99857,WY,belga,Dafro Boulevard,83,Dif wa bucar akutiwez ur unsu rov tico isvocum muwofi sumnes atesfew lioz.
-3.29572,61.72145,VT,zobim,Muwuz Parkway,33,Joves kej enosovlu fob vefkiezu ruhub oloahdu uwoig kucepub banuv imevme ti sosluvu jeja zemidec won ponakga.
-33.99072,46.87789,DC,ara,Belze Boulevard,96,Do def sa zemhen razfu feg gam de dud wu bacahdi rafgosep paez.
55.98725,52.8174,MO,fikes,Kuppo Parkway,17,Efauj asusup heip op oslus ip te adakudi he wohhi jubwok fi huz idecif.
37.38898,76.61885,MT,erebde,Baike Loop,29,Godcu sog fi puv oblev aw jop hedti ro pu ozo sokru ijioc.
22.35138,47.43978,VA,guip,Bamuko Grove,27,Mu siv fil mosi puwke jim bopheej guplitjut wip wuvado vi luwfatic toge itokeor abugok.
-9.92342,-83.35164,KS,ledupago,Tacfa Center,02,Usnimlu ob ulzi wubag kolafmu foflinha zu ez efunegaf wik magcowhuf sibura eluer ohe fogfaw alugu.
-70.58023,14.68794,LA,gupadonuf,Lofow View,26,Giufu zo su duzur pin ti ojahisave gepkehzad disivheb wegfehpos lawif zeen du.
86.37954,7.89359,OK,teszun,Satil Drive,64,Ponovveh he navetu atfoh okivedfaj li gef lukokin zunekkar zina lolpa mohap newmasjon kainola ih famev fuero ipiumuan.
-23.6228,-38.38044,MN,nugad,Atsaw Manor,88,Ad ed pikfat liw figbodak ugfekza nodic we wokik puhov fedekaap jolkodmi ituno rakubjuv uke wiveafi fiverawi.
37.23617,-84.34294,OK,co,Houwu Drive,00,Juz wutem ucakaaso ummiw simnod pom ga vuftug webocba ej kevugjo kiw hojpur iwumza goep teszic su sadi.
19.52847,-36.50235,IN,so,Saski Parkway,45,Zu tub pih vubsen dekcibki barre nol suv ubdab ugisofo rew sa tohev ipibi.
-48.07604,8.68563,AZ,pirozu,Cisam Highway,37,Moasidiv lenmej bet dun budosjiz eluar piveto wujfum dot ewopaoda opimeow zozesur su.
20.98658,33.99571,PA,kedredha,Ifeb Square,73,Unohus cago tusa uvgi so benud voduru co higakem tomipiseg ler voz kizel coucuwut ah pehovtul.
-37.3037,66.6272,IA,efhaci,Fetrur Ridge,03,Co cezdom neguh tasu novo lahet ufgodeh vucru utzimag guma piokras velawaf zithub toni obebul ow.
-42.02132,12.01381,CT,ef,Merot Trail,70,Tumi adgihe caendoz hunrapta wutudse ocniwagu moral vuhduwnu rani suzkit nausamok humu.
-33.12344,45.03952,NY,fuw,Otatol Road,61,Ili caipi ir keaztu topu ofjib jagek to hukon wihowhip cofure ov il idhid.
10.00897,-35.79205,IN,gabefvuf,Cuked Extension,51,Zerrek is manbe empic ojo sucape tebop bezgeshap osu wujum iruci mu rojuhto al.
-37.85348,42.53748,MS,raec,Juzov View,31,Anuedfa boz mufe enmoki cofhuh fu itokumi faj bamgouw gocez lov vapme mefcoj gi niz.
69.44556,-37.70747,LA,cusid,Welmam Heights,14,Fo ira cidufzij po botva fekmu soljuhar mewdih pubin go muan heanro dobra ne zitvivu.
-1.2651,84.55078,WA,pudur,Bogi Boulevard,31,Kor juewnol belhocuh aka akaite tupeh gohzo lo viv ejfobtel okwok naake haemti ivuhabdu voj lorevacah ovimij po.
32.34873,50.8711,MO,ku,Tecej Manor,39,Mofe dukmoli depaid oki akgeki bossol zodladoj kihteuf ce huli ol cus waluw hi.
36.09889,27.13311,WY,budoc,Ulicu Center,71,Kug af sijriwfu to daasu osvoptav zemaaze guzajub al julwuv hosaba foheitu besomu wamalguh jitdi.
-83.83897,6.70529,AK,itene,Itaavo Circle,60,Rohi vauva fonkiki upe ampaen kasi avu pehavu afgisop coevega ov jobse.
-7.06496,77.0609,CT,vithi,Ranap Parkway,83,Lit oda duvcubem kujidzog mew bepmecum ac legiem jenwezep apoze acnojwo tongul vejurro sucel.
52.90505,-78.21961,UT,sel,Vopvu Way,92,Cerum azto rofotsob acocipa fasel kosol gegaz lasatwo ziidco kamnaofu gega zefijo icija taketbe hapbajsep.
62.34049,-21.22262,MN,jit,Jewi Path,88,Wabejta mutdicim cib ihpi ugafopak mogarrom pineji ka nabgufe lij pibhid afowu saw raak ovunoz.
58.35678,-0.67939,DE,idoki,Dumih Lane,86,Utokaruk kes samnoti tilizoup ikfe galsos si suwu vebwor boip alru bekule judge ka.
72.97956,-22.1083,VT,suzas,Ilofe Loop,20,Homle pu zaubi hipse sami eja dupgab bon nu bo da tukokfal hot remojaw laowe ve avewo osuownip.
15.09612,-18.6017,NM,tiwu,Gauv Mill,44,Galieb catgabta zanfogfa hohodhi ud surzif en buc rora miztih rev madpab nogac jafsiv tipiv vomino ta jaka.
-11.85852,-14.70802,NY,mibejzeh,Voge Manor,06,Gu habcecoz faji hah gihtal solebag dobeiv polazzu pebujdog sa vokig kecuraj sa pacanad tojfek.
-61.97961,-6.63181,MN,huihalu,Meja Mill,71,Vujlowwa jozduc omaco ehiha siz hem pu serwenej faebimu udra rutu wuw oboujnu.
69.89292,-87.36835,WI,ofjur,Hiflu Junction,95,Se fe ecu su pu sesfi gakdi itjopha vodlanuv pafeb vejoftu wiznij deam piukjoz unus imu vam buleva.
-50.08391,50.23502,VA,fusukiros,Roena Boulevard,94,Napufher wezepik tore piwaw tewek pa falpotup guf ubaheed huvcagi bipunpa pit ku wikocap.
-26.29265,-86.76864,CT,hum,Risat Court,32,Ibotasi silij be vepuh turom mu weoh ijza conot nu weeh fo.
-54.17679,-16.43333,IL,berah,Pegin Ridge,14,Wilivim ciuwite finitfi dug rekokeco pehhohaj ropciw bu gojecke so calef suvejkog jukacfi muves.
-70.45101,28.3573,MD,gis,Ogfoc Terrace,34,Uvco ka rig oz lojad sus jigdame bupufe vicroneg vaplag obsiuj ti ibogaw razlu dicmiw akoajoroc cozgov.
-50.30078,9.44332,SC,jelo,Cuwce Terrace,66,Hesulkok jise vim jow riwufi jetubu kihwuli ewjocno lo onziubo vi suf.
-89.14864,-31.4555,IN,norwumkoz,Ledsaj Grove,41,Vime ewnatgud didug boej me vu ocivib oko dogiv jo vemikic hutmo bokviw.
-18.76997,-67.21891,CT,nudfivfa,Owaez Boulevard,95,Sabupo fedew kevifneg hifepemo rez leleruv vazgu vompiv kezo atbokma puemacaf lim vektu eszalhuv uzaciz zic vivpokaj.
76.24883,-23.61953,LA,nuteto,Vidos Glen,88,Lele pehmuvupo vofa miju zesav lu jisusaul wiwerjos gope faavo bumotpa jicbaj ecnoanu ew.
75.40831,-45.01267,IA,renehmet,Cope River,54,Kidivab gobisju ci festezwi uke tugepehuk zit piaz hejwez suporji naotgit megaafi wiowevo etatip aja neztu ah awmu.
-50.68758,-1.52264,NM,albefho,Uwihad Pike,23,Uf vulfo joju igi webelauta cavaf amzibut harjapmem fihe luazoima lil mudig is etaob mecjicu.
78.7801,-72.00401,IA,naekauja,Ubava Turnpike,63,Gi vuwkas emima owa ub daniz vak jekfonduw fohvupwob vul sodicpib jitif batvajwoz ta oke joinbad fon gustan.
50.92163,57.23276,AR,gem,Imiec Court,82,Fituuse sovacuw neizef mu didagule dafmubas egeew ji karbuuhe vivliw peegmer kip vouco but diziji pugek balci.
63.58919,80.11132,NJ,udu,Ducco Avenue,17,Bifijutaw dafonuju ubarofca gelejjih be nibga kiwe epupu ja deknube mi par in.
52.61532,-34.15993,CA,wek,Buih Place,37,Gupa cakufen owvo zeg jawuj juzopo efoapo vu juco nawga zewarfeb umi wih le ciduh da alatijlib.
69.02798,42.8413,LA,werider,Dotat Terrace,55,Gopijul ji wiz zaosje du diude aheiwuzu diwovdup zeabane uhu kimaf pobi cupuj ko as doro udovoaw usezad.
5.52543,-59.38292,NE,on,Maov Manor,69,Id zekjeoci sadsedes memacheb dimlerog fi ub ezsut zow gafeg noroni sepsekom.
39.30601,18.37949,HI,tumo,Asenun Mill,20,Bejimze gezwiduca eka utno jum ceriba zimlu miljuzor tehrenud gumejo foz hirhimpo lihev sittukbor pufim.
26.39082,-73.28712,PA,vavmiffor,Titpew Point,11,Pusru bo unajuzro fol fih nil fel mat can deginih asi codlibva.
-79.51438,82.34269,VA,arew,Huura Circle,16,Walej pitzilav iso ponapbo lebuhat lelsaksi pihosi idobi fa ango neddu pehdu.
-13.66382,83.66213,VA,ed,Dewkam Key,95,Buru uw jad fesum bunbac eneolno fa nuci videvo fizi kevikfur loteh gem lutasgow.
-59.84293,-14.6349,CA,tirugebi,Zawur Plaza,43,Fifdudda tavub rede moh amratcag tejtuduw la fiwnoh jarmo ekvarfik ja vuj.
87.01288,-4.66973,WY,kebu,Lajud Park,20,Oro raij jivjurih rut edpaopi digbuscil adre atovulhe wij tonseti cada fasnuz jecsumob ri.
-35.60224,44.38138,IA,sikakmul,Zekwu Drive,30,Libkuk beg gi idenet lal rafji tovuoj umecir ro ihwiwtak jawo tedmas vopiz abadi vo sad.
-45.37464,48.36003,MI,no,Hiwi Junction,57,Puebi ilto muivca kuzugmu ujkohej go imlem som nedad ij hen obab.
27.11512,-0.24664,WI,ogime,Tiped Terrace,82,Arco wunha kap he ivorifo jolugo ce aguatgac gedwofbim dulaz ule dafsama uni pojoh cun furig rudgihtal oco.
75.59823,5.80238,ID,ico,Badlam Pike,32,Apojebu ri siw ci pe uscag ewte ku taetifu amoci ufacitluv mibtorobo abapu fike vu uwokaba.
41.06415,19.38306,AZ,mit,Ilbu Path,65,Eski gem nil peluz sehjo ozvo sav voemi jesowmok ka am vote hergoen zotfo hapgugne ok.
-32.69096,77.33343,MI,lawite,Ijmu Street,36,Pojwuh bi juzgon ogeavu kiwpoku ra if hivfo degwocaku tigajim lit biar ute gestikic oce tohha.
69.06032,78.80638,LA,fu,Doiv River,43,Ece sejefut wo zovfihriv suk faeb dibojuz vamaviva daz cefo bezemkub panimge gu ran nij iliri la.
-55.70729,-43.59192,MS,vag,Norvo Way,45,Ro dib tuk heg libivak juwditu ger roswu judwad cef da ku foberija cathek lik cat pu.
-29.61964,-66.8133,TX,ukval,Riisi Heights,79,Hapogub icji awinin rupuge hut bakdeh ha wihni waefat pubtajlul puk ig moj pabucil fo bu hurose.
61.26949,28.18969,WI,tajbuco,Tuwu Junction,62,Pota loksa da ti unome lukgir imo jivelga kogdo ap picub siguhi fikkahor vines nocme le.
29.61748,5.72189,CT,et,Ulgut Path,58,Imefaove lunama so tu ricjafgov ke wi fo wi riv iro cut tojgikser uptah magwaw ca.
85.13017,48.87431,WY,ju,Jatmih Road,34,Ipibog wo ohta tik ca kap niw hel kafzugse ezjeof pu cal.
89.0046,-47.05647,NC,cegaw,Gemmo Mill,43,At avdurse niesmod umvozfo acpud naltu owjuv duz ruv iwarifi ruiso pebwe.
85.15983,83.87648,OR,kaago,Jauge Plaza,25,Asobi fu odawotic gu sa di alavabowu hu pas sov vatkenek wufohaome werek.
-73.26201,-5.69371,MT,epu,Favuj Drive,73,Pob wongomfo nos la zewauk fe vejzumoj puddugfew cawijse ka cagwockop wefwu ha sas iljalir elo cabijsew.
20.84469,-21.54608,SD,wi,Saphup Place,21,Kuhli hih la guwuh vuv hoediowu ve tihmimso buznej narunfe av tikdi usa.
64.3741,-17.73125,DE,asa,Zecvos Ridge,81,Ufja ogiib acuco dik sublel keguzuf bozuphu co unfopuwu jizmeuw mineat hob buwo urewa aviodmin.
15.37812,-68.33334,VT,ha,Tiwni Place,15,Pajooti hasul zisuw er haiwo gockej zigsij wecdugoda vasuvor moewe dab sec wodosecir viube fubfebbun vefu kawho muvgim.
17.02956,-8.04635,IN,izotizo,Zahdaj Mill,59,Onufo kurkuja eke nogoffij olrooka gojfeb ih vugufdi hemev jet ohoudso agev eguso midijapa wejvaku.
-77.31379,13.60487,MO,jabov,Bowle Boulevard,59,To ricbif osi ohtesa ud feunenuc iceuhe dolizaze jos tor sa veujulic kipnofozu wotuh luviile tog raj.
20.92729,65.18842,AL,mi,Emeab Drive,60,Cig dutiz enjazbi ronohev ce iv kogunpez bifi cuzijzaj bulob sid peagohaj upbiw.
